,winery,wine,location,rating,price
33,Gramona,Cava Enoteca Finca La Plana Brut Nature 2001,"Spain
·
Cava",4.6,$234.99
34,Dom Pérignon,Lenny Kravitz Edition Brut Champagne 2008,"France
·
Champagne",4.6,$199.95
35,Veuve Clicquot,La Grande Dame Brut Champagne N.V.,"France
·
Champagne",4.5,$169.90
36,Dom Pérignon,Brut Champagne 2009,"France
·
Champagne",4.5,$159.98
37,Dom Pérignon,Brut Champagne 2006,"France
·
Champagne",4.5,$199.99
38,Laurent-Perrier,Grand Siècle Champagne (Grande Cuvée) N.V.,"France
·
Champagne",4.5,$144.99
39,Taittinger,Comtes de Champagne Blanc de Blancs 2006,"France
·
Champagne",4.5,$189.99
40,Bollinger,La Grande Année Brut Champagne 2004,"France
·
Champagne",4.5,$118.99
41,Veuve Clicquot,La Grande Dame Brut Champagne 2006,"France
·
Champagne",4.5,$159.99
42,Piper-Heidsieck,Rare Brut Champagne (Millesimé) 2002,"France
·
Champagne",4.5,$199.99
43,Taittinger,Comtes de Champagne Blanc de Blancs 2005,"France
·
Champagne",4.5,$129.99
44,Dom Pérignon,Brut Rosé Champagne 2004,"France
·
Champagne",4.5,$369.99
45,Taittinger,Comtes de Champagne Blanc de Blancs 2007,"France
·
Champagne",4.5,$169.99
46,Perrier-Jouët,Belle Epoque Rosé Brut Champagne N.V.,"France
·
Champagne",4.5,$300
47,Ferrari,'Giulio Ferrari' Riserva del Fondatore 2006,"Italy
·
Trento",4.5,$149.99
48,Ferrari,'Giulio Ferrari' Riserva del Fondatore 2005,"Italy
·
Trento",4.5,$149.99
49,Ferrari,'Giulio Ferrari' Riserva del Fondatore 2007,"Italy
·
Trento",4.5,$134.99
50,Bollinger,La Grande Année Brut Champagne 2008,"France
·
Champagne",4.5,$149.99
51,Dom Pérignon,Brut Rosé Champagne 2005,"France
·
Champagne",4.5,$349.99
52,Krug,Brut Champagne 2003,"France
·
Champagne",4.5,$259.99
53,Bollinger,La Grande Année Rosé Brut Champagne 2004,"France
·
Champagne",4.5,$199.99
54,Perrier-Jouët,Belle Epoque Blanc de Blancs Champagne N.V.,"France
·
Champagne",4.5,$355
55,Deutz,Amour de Deutz Millésime Brut Champagne 2008,"France
·
Champagne",4.5,$207.99
56,Armand de Brignac,Brut Rosé Champagne N.V.,"France
·
Champagne",4.5,$429.99
57,Ruinart,Dom Ruinart Brut Champagne 2002,"France
·
Champagne",4.5,$449.99
58,Perrier-Jouët,Belle Epoque Rosé Brut Champagne 2006,"France
·
Champagne",4.5,$299.99
59,Billecart-Salmon,Blanc de Blancs Brut Champagne Grand Cru 2004,"France
·
Champagne Grand Cru",4.5,$189.98
60,Deutz,Amour de Deutz Millésime Brut Champagne 2009,"France
·
Champagne",4.5,$207.99
61,Veuve Clicquot,La Grande Dame Brut Rosé Champagne 2004,"France
·
Champagne",4.5,$299.99
62,Taittinger,Comtes de Champagne Rosé 2005,"France
·
Champagne",4.5,$269.99
63,Ruinart,Dom Ruinart Blanc de Blancs Brut Champagne 2007,"France
·
Champagne",4.5,$169.99
64,Schramsberg,J. Schram Brut 2007,"United States
·
North Coast",4.5,$129.99
65,Schramsberg,J. Schram Brut 2008,"United States
·
North Coast",4.5,$99
66,Altaneve,Rosé N.V.,"Italy
·
Vino d'Italia",4.5,$26.90
67,Ca' del Bosco,Cuvée Annamaria Clementi (Extra Brut) 2010,"Italy
·
Franciacorta",4.5,$111.99
68,Perrier-Jouët,Belle Epoque Brut Champagne 1990,"France
·
Champagne",4.5,$299.99
69,Schramsberg,J. Schram Brut 2010,"United States
·
North Coast",4.5,$119.99
70,Schramsberg,Reserve 2009,"United States
·
North Coast",4.5,$134.99
71,Ployez-Jacquemart,Extra Brut Vintage Champagne 2008,"France
·
Champagne",4.5,$89.99
72,Gloria Ferrer,Carneros Cuvée 2005,"United States
·
Los Carneros",4.5,$95.99
73,Larmandier-Bernier,Vieille Vigne du Levant Champagne Grand Cru 2010,"France
·
Champagne Grand Cru",4.5,$136.99
74,Deutz,Cuvée William Deutz Millesimé Brut Champagne 2009,"France
·
Champagne",4.5,$180.99
75,Piper-Heidsieck,Rare Brut Rosé Champagne (Millesimé) 2007,"France
·
Champagne",4.5,$448.99
76,Argyle,Extended Tirage Brut 2008,"United States
·
Willamette Valley",4.5,$69.99
77,Schramsberg,J. Schram Brut 2004,"United States
·
North Coast",4.5,$99.99
78,Ca' del Bosco,Cuvée Annamaria Clementi Rosé (Extra Brut) 2009,"Italy
·
Franciacorta",4.5,$143.99
79,Veuve Clicquot,La Grande Dame Brut Rosé Champagne 2008,"France
·
Champagne",4.5,$249.90
80,Billecart-Salmon,Cuvée Nicolas François Billecart Brut Champagne 2002,"France
·
Champagne",4.4,$224.99
81,Perrier-Jouët,Belle Epoque Brut Champagne N.V.,"France
·
Champagne",4.4,$149.99
82,Ruinart,Dom Ruinart Blanc de Blancs Brut Champagne N.V.,"France
·
Champagne",4.4,$74.95
83,Egly-Ouriet,Blanc de Noirs Brut Champagne Grand Cru 'Ambonnay' N.V.,"France
·
Champagne Grand Cru 'Ambonnay'",4.4,$149.99
84,Armand de Brignac,Brut Champagne (Gold) N.V.,"France
·
Champagne",4.4,$289.95
85,Perrier-Jouët,Belle Epoque Brut Champagne 2011,"France
·
Champagne",4.4,$159.95
86,Pommery,Cuvée Louise Brut Champagne 2004,"France
·
Champagne",4.4,$139.99
87,Billecart-Salmon,Brut Rosé Champagne N.V.,"France
·
Champagne",4.4,$72.99
88,Veuve Clicquot,La Grande Dame Brut Champagne 2008,"France
·
Champagne",4.4,$129.99
89,Marco Negri,Marsilio Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.4,$25.99
90,Taittinger,Comtes de Champagne Rosé 2006,"France
·
Champagne",4.4,$339.99
91,Nicolas Feuillatte,Palmes d'Or Vintage Brut Champagne 2002,"France
·
Champagne",4.4,$139.99
92,Deutz,Cuvée William Deutz Millesimé Brut Champagne 2006,"France
·
Champagne",4.4,$180.99
93,Pol Roger,Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2002,"France
·
Champagne",4.4,$155.99
94,Billecart-Salmon,Cuvée Nicolas François Billecart Brut Champagne 2006,"France
·
Champagne",4.4,$199.99
95,Bollinger,La Grande Année Rosé Brut Champagne 2007,"France
·
Champagne",4.4,$199.99
96,Gaston Chiquet,Spécial Club Brut Champagne 2009,"France
·
Champagne",4.4,$99.99
97,Larmandier-Bernier,Vieille Vigne du Levant Champagne Grand Cru 2009,"France
·
Champagne Grand Cru",4.4,$135.99
98,Vve Fourny & Fils,Cuvée du Clos Notre Dame Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.4,$164.98
99,Andre Clouet,Un Jour de 1911 Brut Champagne Grand Cru 'Bouzy' 1911,"France
·
Champagne Grand Cru 'Bouzy'",4.4,$125
100,Sunset Meadow,Shades of Risqué N.V.,"United States
·
Connecticut",4.4,$16.99
101,Piper-Heidsieck,Rare Brut Champagne (Millesimé) 2006,"France
·
Champagne",4.4,$149.95
102,Roses de Jeanne,Côte de Val Vilaine Champagne 2017,"France
·
Champagne",4.4,$82
103,Perrier-Jouët,Fleur de Champagne 2012,"France
·
Champagne",4.4,$169.99
104,Bruno Paillard,Assemblage Brut Champagne 2009,"France
·
Champagne",4.4,$79.99
105,Nicolas Feuillatte,Palmes d'Or Cuvée Brut Rosé Champagne 2006,"France
·
Champagne",4.4,$269.99
106,Armand de Brignac,Demi-Sec Champagne N.V.,"France
·
Champagne",4.4,$449.99
107,Moussé Fils,Special Club Champagne 2012,"France
·
Champagne",4.4,$99.99
108,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature 2010,"Spain
·
Cava",4.4,$95
109,Marchesi di Gresy,La Serra Moscato d'Asti 2018,"Italy
·
Moscato d'Asti",4.4,$16.98
110,Ruffino,Moscato d'Asti 2018,"Italy
·
Moscato d'Asti",4.4,$13.19
111,Moët & Chandon,Limited Edition Impérial Rosé Champagne N.V.,"France
·
Champagne",4.4,$79.99
112,Vve Fourny & Fils,Cuvée du Clos Notre Dame Brut Champagne Premier Cru 2007,"France
·
Champagne Premier Cru",4.4,$164.98
113,Pere Ventura,Cava Gran Vintage 2012,"Spain
·
Cava",4.4,$102.99
114,Schramsberg,J. Schram Brut 2009,"United States
·
North Coast",4.4,$89.99
115,Laurent-Perrier,Brut Cuvée Champagne Rosé N.V.,"France
·
Champagne",4.3,$69.95
116,Ruinart,Blanc de Blancs Brut Champagne N.V.,"France
·
Champagne",4.3,$74.95
117,Pol Roger,Brut Champagne (Extra Cuvée de Réserve) N.V.,"France
·
Champagne",4.3,$56.99
118,Veuve Clicquot,Brut Rosé Champagne N.V.,"France
·
Champagne",4.3,$54.99
119,Ruinart,Brut Rosé Champagne N.V.,"France
·
Champagne",4.3,$69.99
120,Castello del Poggio,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.3,$10.99
121,Egly-Ouriet,Brut Tradition Champagne Grand Cru 'Ambonnay' N.V.,"France
·
Champagne Grand Cru 'Ambonnay'",4.3,$79.99
122,Billecart-Salmon,Blanc de Blancs Brut Champagne Grand Cru N.V.,"France
·
Champagne Grand Cru",4.3,$84.99
123,Stella Rosa,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.3,$11.89
124,Nicolas Feuillatte,Palmes d'Or Vintage Brut Champagne N.V.,"France
·
Champagne",4.3,$119.99
125,Andre Clouet,Un Jour de 1911 Brut Champagne Grand Cru 'Bouzy' N.V.,"France
·
Champagne Grand Cru 'Bouzy'",4.3,$99.95
126,Louis Roederer,Brut Champagne (Vintage) N.V.,"France
·
Champagne",4.3,$39.99
127,Stella Rosa,Stella Peach N.V.,"Italy
·
Piemonte",4.3,$10.99
128,Veuve Clicquot,Vintage Rosé Brut Champagne 2008,"France
·
Champagne",4.3,$86.99
129,Mia Dolcea,Moscato N.V.,"Italy
·
Piemonte",4.3,$16.99
130,Ulysse Collin,Les Maillons Blanc de Noirs Extra Brut Champagne N.V.,"France
·
Champagne",4.3,$115
131,Moët & Chandon,Nectar Impérial (Demi-Sec) Rosé Champagne N.V.,"France
·
Champagne",4.3,$59.92
132,Veuve Clicquot,Vintage Brut Champagne 2004,"France
·
Champagne",4.3,$89.99
133,Moët & Chandon,Grand Vintage Brut Champagne 2002,"France
·
Champagne",4.3,$79.99
134,Bruno Paillard,Blanc de Blancs Brut Champagne N.V.,"France
·
Champagne",4.3,$86.99
135,Egly-Ouriet,Rosé Brut Champagne Grand Cru 'Ambonnay' N.V.,"France
·
Champagne Grand Cru 'Ambonnay'",4.3,$119.99
136,Pol Roger,Brut Champagne (Extra Cuvée de Réserve) 2012,"France
·
Champagne",4.3,$119.99
137,Nicolas Feuillatte,Palmes d'Or Vintage Brut Champagne 2006,"France
·
Champagne",4.3,$119.99
138,Louis Roederer,Brut Champagne (Vintage) 2009,"France
·
Champagne",4.3,$71.49
139,Caposaldo,Moscato N.V.,"Italy
·
Provincia di Pavia",4.3,$11.99
140,Perrier-Jouët,Belle Epoque Brut Champagne 2012,"France
·
Champagne",4.3,$129
141,Deutz,Blanc de Blancs Brut Champagne 2011,"France
·
Champagne",4.3,$79.99
142,Lallier,Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' N.V.,"France
·
Champagne Grand Cru 'Aÿ'",4.3,$76.98
143,Ca' del Bosco,Dosage Zéro Franciacorta (Vintage Collection) 2014,"Italy
·
Franciacorta",4.3,$79.99
144,Charles Heidsieck,Brut Millésime Rosé Champagne 2005,"France
·
Champagne",4.3,$139
145,H. Goutorbe,Special Club Brut Champagne Grand Cru 'Aÿ' 2006,"France
·
Champagne Grand Cru 'Aÿ'",4.3,$99.99
146,Paul-Etienne Saint Germain,Divine St Germain Brut Champagne Grand Cru N.V.,"France
·
Champagne Grand Cru",4.3,$74.99
147,Buena Vista,La Victoire Brut Champagne N.V.,"France
·
Champagne",4.3,$39.99
148,Beau Joie,Brut Rosé Champagne (Special Cuvée) N.V.,"France
·
Champagne",4.3,$119.99
149,Nicolas Feuillatte,Palmes d'Or Vintage Brut Champagne 1998,"France
·
Champagne",4.3,$119.99
150,Boizel,Joyau de France Brut Champagne 2000,"France
·
Champagne",4.3,$149.99
151,Thienot,Cuvée Alain Thienot Champagne 2002,"France
·
Champagne",4.3,$132.99
152,Ruinart,Blanc de Blancs Brut Champagne 2006,"France
·
Champagne",4.3,$169.99
153,Marc Hébrart,Spécial Club Brut Champagne Premier Cru 2012,"France
·
Champagne Premier Cru",4.3,$279.99
154,Geoffroy,Volupté Brut Champagne Premier Cru 2009,"France
·
Champagne Premier Cru",4.3,$87.99
155,Laurent-Perrier,Blanc de Blancs Brut Nature N.V.,"France
·
Champagne",4.3,$79.99
156,Louis Roederer,Cristal Brut Champagne (Millésimé) 2012,"France
·
Champagne",4.3,$329.99
157,Charles Heidsieck,Millesimé Brut Champagne 2008,"France
·
Champagne",4.3,$115
158,Sea Smoke,Sea Spray Blanc de Noirs 2011,"United States
·
Sta. Rita Hills",4.3,$99.99
159,Drappier,Grande Sendrée Champagne Brut 2009,"France
·
Champagne",4.3,$119
160,Agrapart & Fils,Expérience Brut Champagne N.V.,"France
·
Champagne",4.3,$219.98
161,Collon,Brut Champagne N.V.,"France
·
Champagne",4.3,$47.99
162,Chapel Down,Three Graces 2011,"United Kingdom
·
Kent",4.3,$69.99
163,Vilmart & Cie,Cœur de Cuvée Champagne Premier Cru 2011,"France
·
Champagne Premier Cru",4.3,$183.99
164,Larmandier-Bernier,Les Chemins Champagne Grand Cru 'Avize' 2012,"France
·
Champagne Grand Cru 'Avize'",4.3,$170.99
165,Moët & Chandon,Brut Rosé Champagne N.V.,"France
·
Champagne",4.3,$54.99
166,Geoffroy,Terre Millésime Extra Brut Champagne Premier Cru 2006,"France
·
Champagne Premier Cru",4.3,$149.99
167,Pierre Gimonnet & Fils,Millésimé de Collection Vieilles Vignes de Chardonnay Brut Champagne 2006,"France
·
Champagne",4.3,$239.99
168,Argyle,Extended Tirage Brut 2007,"United States
·
Willamette Valley",4.3,$69.98
169,Drappier,Grande Sendrée Brut Rosé Champagne 2010,"France
·
Champagne",4.3,$153.99
170,Villa Rosa,Asti N.V.,"Italy
·
Asti",4.3,$14.99
171,Soter Vineyards,Mineral Springs Brut Rosé 2014,"United States
·
Yamhill-Carlton District",4.3,$76.99
172,De Venoge,Grand Vin des Princes Brut Champagne 1992,"France
·
Champagne",4.3,$275
173,Caraccioli Cellars,Brut Rosé 2012,"United States
·
Santa Lucia Highlands",4.3,$59.99
174,Veuve Clicquot,Brut (Carte Jaune) Champagne N.V.,"France
·
Champagne",4.2,$45.98
175,Louis Roederer,Brut Premier Champagne N.V.,"France
·
Champagne Premier Cru",4.2,$39.82
176,Bollinger,Special Cuvée Brut Aÿ Champagne N.V.,"France
·
Champagne",4.2,$54.93
177,Pol Roger,Réserve Brut Champagne N.V.,"France
·
Champagne",4.2,$42.99
178,Billecart-Salmon,Brut Réserve Champagne N.V.,"France
·
Champagne",4.2,$42.99
179,Moët & Chandon,Grand Vintage Brut Champagne N.V.,"France
·
Champagne",4.2,$69.94
180,Roscato,Rosso Dolce (Sweet Red) N.V.,"Italy
·
Provincia di Pavia",4.2,$10.95
181,Moët & Chandon,Nectar Impérial (Demi-Sec) Champagne N.V.,"France
·
Champagne",4.2,$49.98
182,Moët & Chandon,Ice Impérial (Demi-Sec) Champagne N.V.,"France
·
Champagne",4.2,$62.99
183,Louis Roederer,Rosé Brut Champagne (Vintage) N.V.,"France
·
Champagne",4.2,$70.39
184,Bollinger,Rosé Brut Champagne N.V.,"France
·
Champagne",4.2,$79.99
185,Perrier-Jouët,Blason Rosé Brut Champagne N.V.,"France
·
Champagne",4.2,$64.94
186,Taittinger,Brut La Francaise Champagne N.V.,"France
·
Champagne",4.2,$34.95
187,Cupcake,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$10.99
188,Veuve Clicquot,Demi-Sec Champagne N.V.,"France
·
Champagne",4.2,$54.98
189,Risata,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$14.99
190,Veuve Clicquot,Vintage Brut Champagne N.V.,"France
·
Champagne",4.2,$84.99
191,I Vignaioli di S. Stefano,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$24.99
192,Taittinger,Prélude Grands Crus Brut Champagne N.V.,"France
·
Champagne",4.2,$79.90
193,Vietti,Cascinetta Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$16.49
194,Moët & Chandon,Grand Vintage Rosé Brut Champagne N.V.,"France
·
Champagne",4.2,$87.98
195,Jacquesson,Cuvée No 739 Extra-Brut Champagne N.V.,"France
·
Champagne",4.2,$70.99
196,Agrapart & Fils,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.,"France
·
Champagne Grand Cru 'Avize'",4.2,$68.99
197,Moët & Chandon,Grand Vintage Brut Champagne 2006,"France
·
Champagne",4.2,$99.99
198,Egly-Ouriet,Les Vignes de Vrigny Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.2,$79.99
199,Moët & Chandon,Grand Vintage Brut Champagne 2009,"France
·
Champagne",4.2,$69.99
200,Vilmart & Cie,Grand Cellier Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.2,$74.99
201,Billecart-Salmon,Brut Champagne N.V.,"France
·
Champagne",4.2,$44.99
202,Schramsberg,Brut Rosé N.V.,"United States
·
North Coast",4.2,$38.99
203,Lanson,Extra Age Brut Champagne N.V.,"France
·
Champagne",4.2,$76.89
204,Louis Roederer,Rosé Brut Champagne (Vintage) 2012,"France
·
Champagne",4.2,$69.99
205,Ruffino,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$11.93
206,Jacquesson,Cuvée No 740 Extra Brut Champagne N.V.,"France
·
Champagne",4.2,$74.99
207,Billecart-Salmon,Vintage Champagne N.V.,"France
·
Champagne",4.2,$142.99
208,Billecart-Salmon,Brut Sous Bois Champagne N.V.,"France
·
Champagne",4.2,$84.99
209,Barnaut,Grande Rèserve Brut Champagne Grand Cru 'Bouzy' N.V.,"France
·
Champagne Grand Cru 'Bouzy'",4.2,$58.99
210,Veuve Clicquot,Extra Brut Extra Old Champagne N.V.,"France
·
Champagne",4.2,$94.99
211,Moët & Chandon,Grand Vintage Brut Champagne 2012,"France
·
Champagne",4.2,$69.99
212,Barnaut,Blanc de Noirs Brut Champagne Grand Cru 'Bouzy' N.V.,"France
·
Champagne Grand Cru 'Bouzy'",4.2,$39.99
213,H. Goutorbe,Special Club Brut Champagne Grand Cru 'Aÿ' N.V.,"France
·
Champagne Grand Cru 'Aÿ'",4.2,$85
214,Roscato,Sparkling Moscato N.V.,"Italy
·
Trentino",4.2,$10.99
215,Georges Laval,Cumières Brut Nature Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.2,$99.99
216,Alfred Gratien,Cuvée Paradis Brut Champagne N.V.,"France
·
Champagne",4.2,$132.99
217,Gemma di Luna,Moscato N.V.,"Italy
·
Piemonte",4.2,$13.99
218,Veuve Clicquot,Vintage Brut Champagne 2008,"France
·
Champagne",4.2,$74.99
219,Duval-Leroy,Blanc de Blancs Millésime Prestige Brut Champagne Grand Cru 2006,"France
·
Champagne Grand Cru",4.2,$84.99
220,Pol Roger,Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2008,"France
·
Champagne",4.2,$139.98
221,Veuve Clicquot,Brut Rosé Champagne 2008,"France
·
Champagne",4.2,$99.99
222,Taittinger,Millésimé Brut Champagne 2012,"France
·
Champagne",4.2,$99.99
223,Louis Roederer,Rosé Brut Champagne (Vintage) 2013,"France
·
Champagne",4.2,$62.92
224,I Vignaioli di S. Stefano,Moscato d'Asti 2015,"Italy
·
Moscato d'Asti",4.2,$14.99
225,Tropical,Passion Fruit - Moscato N.V.,"Italy
·
Asti",4.2,$14.29
226,Laherte Freres,Les 7 Extra-Brut Champagne N.V.,"France
·
Champagne",4.2,$87.98
227,Louis Roederer,Brut Champagne (Vintage) 2012,"France
·
Champagne",4.2,$74.99
228,G.H. Mumm,RSRV Blanc de Blancs Grand Cru Brut Champagne N.V.,"France
·
Champagne",4.2,$75
229,Beau Joie,Brut Champagne (Special Cuvée) N.V.,"France
·
Champagne",4.2,$49.95
230,Tropical,Mango - Moscato N.V.,"Italy
·
Asti",4.2,$14.29
231,Pol Roger,Rosé Brut Champagne (Extra Cuvée de Réserve) 2006,"France
·
Champagne",4.2,$119.99
232,J. Lassalle,Brut Rosé Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.2,$72.99
233,Lanson,Noble Cuvée Brut Champagne 2000,"France
·
Champagne",4.2,$124.99
234,Louis Roederer,Blanc de Blancs Brut Champagne (Vintage) 2011,"France
·
Champagne",4.2,$117.99
235,Billecart-Salmon,Vintage Champagne 2004,"France
·
Champagne",4.2,$142.99
236,Lallier,Brut Champagne Grand Cru 'Aÿ' N.V.,"France
·
Champagne Grand Cru 'Aÿ'",4.2,$87.98
237,Marsuret,Cartizze Prosecco di Valdobbiadene Superiore Dry N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",4.2,$63.99
238,Marenco,Scrapona Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$18.69
239,Stella Rosa,Imperiale Moscato N.V.,"Italy
·
Piemonte",4.2,$13.99
240,Leclerc Briant,La Croisette Brut Champagne N.V.,"France
·
Champagne",4.2,$179.99
241,Paul-Etienne Saint Germain,Tradition Blanc de Blancs Brut Champagne Grand Cru N.V.,"France
·
Champagne Grand Cru",4.2,$49.99
242,Francoise Bedel,l'Ame de la Terre Millésimé Brut Champagne 2005,"France
·
Champagne",4.2,$100.99
243,Villa Rosa,Moscato d'Asti N.V.,"Italy
·
Moscato d'Asti",4.2,$10.99
244,Charles Heidsieck,Brut Champagne N.V.,"France
·
Champagne",4.2,$98.98
245,Larmandier-Bernier,Terre de Vertus Champagne Premier Cru 2012,"France
·
Champagne Premier Cru",4.2,$79.99
246,Leclerc Briant,Cuvée Divine Brut Champagne N.V.,"France
·
Champagne",4.2,$132.99
247,Caposaldo,Peach Moscato N.V.,"Italy
·
Lombardia",4.2,$13.99
248,Tarlant,La Matinale Prestige Millésimé Champagne 2003,"France
·
Champagne",4.2,$119.99
249,Veuve Clicquot,Rich Rosé Champagne N.V.,"France
·
Champagne",4.2,$66.96
250,Castello del Poggio,Moscato d'Asti 2018,"Italy
·
Moscato d'Asti",4.2,$14.29
251,Schramsberg,Brut Rosé 2015,"United States
·
North Coast",4.2,$44.99
252,Patrick Piuze,Val de Mer Brut Nature Rosé N.V.,"France
·
Vin de France",4.2,$24.99
253,Schramsberg,Blanc de Noirs Brut 2015,"United States
·
North Coast",4.2,$34.94
254,Bruno Paillard,Dosage Zéro Champagne N.V.,"France
·
Champagne",4.2,$80.99
255,Larmandier-Bernier,Terre de Vertus Champagne Premier Cru 2013,"France
·
Champagne Premier Cru",4.2,$100.99
256,Maison de Grand Esprit,Marquis de La Mystèriale Brut Champagne N.V.,"France
·
Champagne",4.2,$26.99
257,Gosset,Extra Brut Celebris Rosé Champagne 2007,"France
·
Champagne",4.2,$199.99
258,Jean Milan,Grande Réserve 1864 Blanc de Blancs Brut Champagne Grand Cru 'Oger' N.V.,"France
·
Champagne Grand Cru 'Oger'",4.2,$189.99
259,R.H. Coutier,Cuvée Rosé Brut Champagne Grand Cru 'Ambonnay' N.V.,"France
·
Champagne Grand Cru 'Ambonnay'",4.2,$44.99
260,Leclerc Briant,Blanc de Meuniers Zéro Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.2,$189.99
261,Schramsberg,Brut Rosé 2016,"United States
·
North Coast",4.2,$37.94
262,Lanson,Extra Age Brut Rosé Champagne N.V.,"France
·
Champagne",4.2,$109.99
263,Elio Perrone,Sourgal Moscato d'Asti 2018,"Italy
·
Moscato d'Asti",4.2,$20.89
264,Piazzo,Moscato d'Asti 2018,"Italy
·
Moscato d'Asti",4.2,$14.99
265,Gosset,Grand Blanc de Noirs Extra-Brut Champagne N.V.,"France
·
Champagne",4.2,$119.99
266,Gaston Chiquet,Spécial Club Brut Champagne 2007,"France
·
Champagne",4.2,$94.99
267,Charles Orban,Carte Noire Brut Champagne N.V.,"France
·
Champagne",4.2,$44.99
268,G.H. Mumm,RSRV Blanc de Noirs Champagne N.V.,"France
·
Champagne",4.2,$80
269,R. Dumont & Fils,Brut Champagne N.V.,"France
·
Champagne",4.2,$46.99
