,winery,wine,location,rating,price
0,Château d'Yquem,Sauternes 1990,"France
·
Sauternes",4.8,$449.99
1,Château d'Yquem,Sauternes 2017,"France
·
Sauternes",4.8,$365
2,Château d'Yquem,Sauternes 1996,"France
·
Sauternes",4.7,$445
3,Château d'Yquem,Sauternes 2002,"France
·
Sauternes",4.7,$375.99
4,Château d'Yquem,Sauternes 2008,"France
·
Sauternes",4.7,$395
5,Château d'Yquem,Sauternes 2006,"France
·
Sauternes",4.7,$324.99
6,Quintarelli Giuseppe,Recioto della Valpolicella Classico 2004,"Italy
·
Recioto della Valpolicella",4.7,$284.99
7,Dal Forno Romano,Vigna Seré Veneto Passito Rosso 2004,"Italy
·
Veneto",4.7,$274.99
8,Dal Forno Romano,Vigna Seré Veneto Passito Rosso 2003,"Italy
·
Veneto",4.7,$349.99
9,Kracher,Grande Cuvée Nummer 6 Nouvelle Vague Trockenbeerenauslese 2001,"Austria
·
Burgenland",4.7,$75.99
10,Avignonesi,Vin Santo di Montepulciano Occhio di Pernice 1994,"Italy
·
Vin Santo di Montepulciano",4.6,$250
11,Avignonesi,Vin Santo di Montepulciano N.V.,"Italy
·
Vin Santo di Montepulciano",4.6,$219.98
12,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2001,"France
·
Sauternes",4.6,$275
13,Avignonesi,Vin Santo di Montepulciano 2002,"Italy
·
Vin Santo di Montepulciano",4.6,$219.98
14,Jorge Ordóñez,No. 3 Old Vines 2005,"Spain
·
Málaga",4.6,$67.99
15,Château de Fargues,Sauternes (Lur Saluces) 1990,"France
·
Sauternes",4.6,$275
16,Donnafugata,Ben Ryé Passito di Pantelleria N.V.,"Italy
·
Passito di Pantelleria",4.5,$38.48
17,Dolce,Dolce (Late Harvest) N.V.,"United States
·
Napa Valley",4.5,$52.78
18,Donnafugata,Ben Ryé Passito di Pantelleria 2016,"Italy
·
Passito di Pantelleria",4.5,$45
19,Château Climens,Barsac (Premier Grand Cru Classé) 2005,"France
·
Barsac",4.5,$165
20,Didier Dagueneau (Louis-Benjamin Dagueneau),Les Jardins de Babylone Moelleux 2011,"France
·
Jurançon",4.5,$99.99
21,Eroica,Ice Wine Riesling 2013,"United States
·
Columbia Valley",4.5,$63.99
22,Rocca di Montegrossi,Vin Santo del Chianti Classico 2007,"Italy
·
Vin Santo del Chianti Classico",4.5,$75
23,Inniskillin,Riesling Icewine N.V.,"Canada
·
Niagara Peninsula",4.4,$76.99
24,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2009,"France
·
Sauternes",4.4,$59.99
25,Inniskillin,Cabernet Franc Icewine N.V.,"Canada
·
Niagara Peninsula",4.4,$98.99
26,Isole e Olena,Vin Santo del Chianti Classico N.V.,"Italy
·
Vin Santo del Chianti Classico",4.4,$60.49
27,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2005,"France
·
Sauternes",4.4,$78.99
28,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2011,"France
·
Sauternes",4.4,$79.99
29,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2009,"France
·
Sauternes",4.4,$129.99
30,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2001,"France
·
Sauternes",4.4,$109.99
31,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2007,"France
·
Sauternes",4.4,$65.99
32,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2009,"France
·
Sauternes",4.4,$113.99
33,Inniskillin,Vidal Icewine 2014,"Canada
·
Niagara Peninsula",4.4,$59.95
34,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2002,"France
·
Sauternes",4.4,$68
35,Royal Tokaji,5 Puttonyos Aszú (Red Label) 2013,"Hungary
·
Tokaj",4.4,$61.99
36,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2011,"France
·
Sauternes",4.4,$87.99
37,Inniskillin,Riesling Icewine 2014,"Canada
·
Niagara Peninsula",4.4,$74.99
38,Château de Fargues,Sauternes (Lur Saluces) 2005,"France
·
Sauternes",4.4,$135
39,Inniskillin,Cabernet Franc Icewine 2015,"Canada
·
Niagara Peninsula",4.4,$98.99
40,Château Climens,Barsac (Premier Grand Cru Classé) 2014,"France
·
Barsac",4.4,$125
41,Château Climens,Barsac (Premier Grand Cru Classé) 2003,"France
·
Barsac",4.4,$171.99
42,Château Climens,Barsac (Premier Grand Cru Classé) 2011,"France
·
Barsac",4.4,$159.99
43,Coltibuono,Vin Santo Del Chianti Classico Occhio Di Pernice N.V.,"Italy
·
Vin Santo del Chianti Classico",4.4,$65.98
44,St. Michael-Eppan,Sanct Valentin Comtess Passito 2011,"Italy
·
Südtirol - Alto Adige",4.4,$38.99
45,Domaine de la Bergerie (Yves Guégniard),Quarts de Chaume Grand Cru N.V.,"France
·
Quarts de Chaume",4.4,$49.99
46,Topaz Wines,Special Select Late Harvest 2005,"United States
·
California",4.4,$44.99
47,Château Guiraud,Sauternes (Premier Grand Cru Classé) N.V.,"France
·
Sauternes",4.3,$44.99
48,Château Suduiraut,Sauternes (Premier Grand Cru Classé) N.V.,"France
·
Sauternes",4.3,$65.99
49,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1989,"France
·
Sauternes",4.3,$95
50,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2003,"France
·
Sauternes",4.3,$69.99
51,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2006,"France
·
Sauternes",4.3,$77.99
52,Inniskillin,Vidal Icewine 2017,"Canada
·
Niagara Peninsula",4.3,$53.99
53,Château Guiraud,Sauternes (Premier Grand Cru Classé) 1998,"France
·
Sauternes",4.3,$92.99
54,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2008,"France
·
Sauternes",4.3,$36.99
55,San Giusto a Rentennano,Vin San Giusto N.V.,"Italy
·
Vin Santo",4.3,$164.98
56,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2003,"France
·
Sauternes",4.3,$69.99
57,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2001,"France
·
Sauternes",4.3,$99.99
58,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2009,"France
·
Sauternes",4.3,$76.99
59,Inniskillin,Riesling Icewine 2017,"Canada
·
Niagara Peninsula",4.3,$74.99
60,Inniskillin,Cabernet Franc Icewine 2012,"Canada
·
Niagara Peninsula",4.3,$103.99
61,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2014,"France
·
Barsac",4.3,$50.99
62,Inniskillin,Riesling Icewine 2015,"Canada
·
Niagara Peninsula",4.3,$76.99
63,Moulin Touchais,Côteaux du Layon 1981,"France
·
Côteaux du Layon",4.3,$57.99
64,Giesen,The Brothers Late Harvest Sauvignon Blanc 2013,"New Zealand
·
Marlborough",4.3,$34.99
65,Hugel,Sélection de Grains Nobles Gewürztraminer 2007,"France
·
Alsace",4.3,$372.99
66,Maculan,Acininobili 2009,"Italy
·
Breganze",4.3,$42.99
67,Fritz Haag,Brauneberger Juffer Sonnenuhr Riesling Auslese 2004,"Germany
·
Brauneberg",4.3,$49.99
68,Château Gravas,Sauternes 2016,"France
·
Sauternes",4.3,$32
69,Shumi,Zigu (ზიგუ) N.V.,"Georgia
·
Kakheti",4.3,$26.99
70,Ansgar Clüsserath,Trittenheimer Apotheke Riesling Spätlese 2016,"Germany
·
Mosel",4.3,$33.99
71,Fèlsina,Vin Santo del Chianti Classico N.V.,"Italy
·
Vin Santo del Chianti Classico",4.2,$54.99
72,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2011,"France
·
Sauternes",4.2,$81.99
73,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2013,"France
·
Sauternes",4.2,$83.99
74,Château Guiraud,Sauternes (Premier Grand Cru Classé) 1996,"France
·
Sauternes",4.2,$97.99
75,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2009,"France
·
Sauternes",4.2,$75.99
76,Moulin Touchais,Côteaux du Layon 1997,"France
·
Côteaux du Layon",4.2,$81.99
77,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2014,"France
·
Sauternes",4.2,$81.99
78,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2005,"France
·
Sauternes",4.2,$69.99
79,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2015,"France
·
Sauternes",4.2,$82.99
80,Fèlsina,Vin Santo del Chianti Classico 2006,"Italy
·
Vin Santo del Chianti Classico",4.2,$49.99
81,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2005,"France
·
Sauternes",4.2,$71.99
82,Fontodi,Vin Santo del Chianti Classico N.V.,"Italy
·
Vin Santo del Chianti Classico",4.2,$109.99
83,Disznókó,Tokaji Aszú 5 Puttonyos 2010,"Hungary
·
Tokaj",4.2,$49.99
84,Kracher,Beerenauslese Zweigelt 2017,"Austria
·
Burgenland",4.2,$43.99
85,Fèlsina,Vin Santo del Chianti Classico 2007,"Italy
·
Vin Santo del Chianti Classico",4.2,$48.97
86,Moulin Touchais,Côteaux du Layon 1985,"France
·
Côteaux du Layon",4.2,$75.99
87,Santo,Vinsanto 2005,"Greece
·
Santorini",4.2,$64.99
88,Château Les Justices,Sauternes 2015,"France
·
Sauternes",4.2,$58.99
89,Inniskillin,Riesling Icewine 2014,"Canada
·
Okanagan Valley",4.2,$99.99
90,Hugel,Sélection de Grains Nobles Riesling 2011,"France
·
Alsace",4.2,$199.99
91,Inniskillin,Cabernet Franc Icewine 2017,"Canada
·
Niagara Peninsula",4.2,$94.99
92,François Chidaine,Les Tuffeaux Montlouis Sur Loire 2017,"France
·
Montlouis-sur-Loire",4.2,$39.99
93,Dr. Loosen,Riesling Eiswein 2016,"Germany
·
Mosel",4.2,$89.99
94,Domaine Zind Humbrecht,Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain Sélection Grains Nobles 2009,"France
·
Alsace Grand Cru 'Rangen'",4.2,$96.99
95,Castello di Monsanto,Vin Santo Del Chianti Classico La Chimera 2005,"Italy
·
Vin Santo del Chianti Classico",4.2,$53.99
96,Mas d'en Gil,Nus Priorat vi dolç Natural 2013,"Spain
·
Priorat",4.2,$42.99
97,Wagner Vineyards,Vidal Blanc Ice 2016,"United States
·
Finger Lakes",4.2,$25.99
98,Kracher,Cuvée Beerenauslese N.V.,"Austria
·
Burgenland",4.1,$38.49
99,Cappellano,Barolo Chinato N.V.,"Italy
·
Barolo Chinato",4.1,$75
100,Selbach-Oster,Zeltinger Sonnenuhr Riesling Auslese 2015,"Germany
·
Mosel",4.1,$32.99
101,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2013,"France
·
Sauternes",4.1,$70.99
102,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2015,"France
·
Sauternes",4.1,$54.99
103,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2015,"France
·
Barsac",4.1,$40.99
104,Trimbach,Gewurztraminer Alsace Vendanges Tardives 2011,"France
·
Alsace",4.1,$44.99
105,Domaine Cauhapé,Symphonie de Novembre Jurançon 2011,"France
·
Jurançon",4.1,$29.99
106,Château Filhot,Sauternes (Grand Cru Classé) 2001,"France
·
Sauternes",4.1,$42.99
107,Moulin Touchais,Côteaux du Layon 1994,"France
·
Côteaux du Layon",4.1,$42.99
108,Château Doisy-Vedrines,Château Petit Vedrines Sauternes 2011,"France
·
Sauternes",4.1,$34.99
109,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2016,"France
·
Sauternes",4.1,$71.99
110,Moulin Touchais,Côteaux du Layon 1968,"France
·
Côteaux du Layon",4.1,$163.99
111,Florio,Malvasia delle Lipari 2009,"Italy
·
Malvasia delle Lipari",4.1,$59.99
112,Reichsgraf von Kesselstatt,Scharzhofberger Riesling Spatlese 2016,"Germany
·
Mosel",4.1,$27.99
113,Cornarea,Tarasco Passito 2011,"Italy
·
Piemonte",4.1,$39.99
114,R.L. Buller & Son,Calliope Rare Muscat N.V.,"Australia
·
Rutherglen",4.1,$79.99
115,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2010,"France
·
Sauternes",4.1,$49.99
116,Château Suduiraut,Castelnau de Suduiraut Sauternes 2010,"France
·
Sauternes",4.0,$36.99
117,Bodegas Bentomiz,Ariyanas Naturalmente Dulce N.V.,"Spain
·
Andalucía",4.0,$29.99
118,Kracher,Cuvée Beerenauslese 2017,"Austria
·
Burgenland",4.0,$35.99
119,Baumard,Côteaux du Layon Carte d'Or 2015,"France
·
Côteaux du Layon",4.0,$28.99
120,Ansgar Clüsserath,Trittenheimer Apotheke Riesling Spätlese N.V.,"Germany
·
Mosel",4.0,$38.49
121,Bénédicte et Stéphane Tissot,Macvin du Jura Blanc N.V.,"France
·
Jura",4.0,$45
122,Camin Larredya,Costat Darrèr Jurançon 2017,"France
·
Jurançon",4.0,$33.99
123,COS,Aestas Siciliae 2014,"Italy
·
Terre Siciliane",4.0,$34.99
124,Barberani,Calcaia Orvieto Classico Superiore Dolce 2014,"Italy
·
Orvieto Classico",4.0,$57
125,Château Doisy-Vedrines,Château Petit Vedrines Sauternes 2013,"France
·
Sauternes",4.0,$34.99
126,Château Doisy-Vedrines,Château Petit Vedrines Sauternes 2015,"France
·
Sauternes",4.0,$35.99
127,Wagner Vineyards,Riesling Ice 2017,"United States
·
Finger Lakes",4.0,$26.99
128,Baumard,Quarts de Chaume 2015,"France
·
Quarts de Chaume",4.0,$90.99
129,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2011,"France
·
Sauternes",3.9,$122.99
130,Château Guiraud,Petit Guiraud Sauternes 2016,"France
·
Sauternes",3.9,$40.99
131,Yarden,Heights Gewürztraminer 2017,"Israel
·
Galilee",3.9,$33.99
132,Château Doisy-Vedrines,Château Petit Vedrines Sauternes 2012,"France
·
Sauternes",3.9,$27.99
133,Cave Spring,Riesling Icewine 2014,"Canada
·
Niagara Peninsula",3.9,$54.99
134,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2016,"France
·
Sauternes",3.9,$41.99
135,Schloss Lieser,Niederberg Helden Riesling Spätlese 2016,"Germany
·
Mosel",3.9,$42.99
136,Chateau Ste. Michelle,Ethos Reserve Late Harvest Riesling 2014,"United States
·
Columbia Valley",3.9,$35.99
137,Château Laribotte,Sauternes 2016,"France
·
Sauternes",3.9,$44.99
138,Château Guiraud,Petit Guiraud Sauternes 2013,"France
·
Sauternes",3.8,$37.99
139,Château Guiraud,Petit Guiraud Sauternes 2015,"France
·
Sauternes",3.8,$44.99
140,Château La Fleur d’Or,Sauternes 2013,"France
·
Sauternes",3.8,$39.99
141,Castellare,Vin Santo del Chianti Classico S. Niccolò 2012,"Italy
·
Vin Santo del Chianti Classico",3.8,$34.99
142,Cave Spring,Riesling Icewine 2016,"Canada
·
Niagara Peninsula",3.8,$74.99
143,Eifel Pfeiffer,Eiswein 2016,"Germany
·
Rheinhessen",3.8,$29.99
144,Wwe. Dr. H. Thanisch - Erben Thanisch,Bernkasteler Badstube Riesling Spätlese 2016,"Germany
·
Mosel",3.8,$47.99
145,Château Filhot,Château Pineau du Rey Sauternes 2012,"France
·
Sauternes",3.7,$26.99
146,Château Laribotte,Château Violet-Lamothe Sauternes 2015,"France
·
Sauternes",3.7,$35.99
147,Château Suduiraut,Lions de Suduiraut Sauternes 2016,"France
·
Sauternes",3.7,$35.99
148,Domaine de Montbourgeau,L'Etoile Vin Jaune 2010,"France
·
L'Etoile",3.7,$81.99
149,Bonny Doon,Le Vol Des Anges 2007,"United States
·
Arroyo Seco",3.7,$30.99
150,Oremus,Eszencia 2003,"Hungary
·
Tokaj",4.8,View shops
151,Quintarelli Giuseppe,Recioto della Valpolicella Classico 1995,"Italy
·
Recioto della Valpolicella",4.8,View shops
152,Château d'Yquem,Sauternes 1989,"France
·
Sauternes",4.8,View shops
153,Quintarelli Giuseppe,Recioto della Valpolicella Classico 2007,"Italy
·
Recioto della Valpolicella",4.8,View shops
154,Château de Fargues,Sauternes (Lur Saluces) 1985,"France
·
Sauternes",4.7,View shops
155,Paolo Bea,Montefalco Sagrantino Passito 2008,"Italy
·
Montefalco Sagrantino",4.7,View shops
156,Château d'Yquem,Sauternes 1998,"France
·
Sauternes",4.7,View shops
157,Château d'Yquem,Sauternes 1999,"France
·
Sauternes",4.7,View shops
158,Château d'Yquem,Sauternes 1995,"France
·
Sauternes",4.7,View shops
159,Château d'Yquem,Sauternes 2003,"France
·
Sauternes",4.7,View shops
160,Château d'Yquem,Sauternes 1986,"France
·
Sauternes",4.7,View shops
161,Château d'Yquem,Sauternes 2004,"France
·
Sauternes",4.7,View shops
162,Château d'Yquem,Sauternes 1988,"France
·
Sauternes",4.7,View shops
163,Château d'Yquem,Sauternes 1983,"France
·
Sauternes",4.7,View shops
164,Château d'Yquem,Sauternes 2013,"France
·
Sauternes",4.7,View shops
165,Château d'Yquem,Sauternes 2000,"France
·
Sauternes",4.7,View shops
166,Château d'Yquem,Sauternes 2009,"France
·
Sauternes",4.7,View shops
167,Quintarelli Giuseppe,Recioto della Valpolicella Classico 1997,"Italy
·
Recioto della Valpolicella",4.7,View shops
168,Quintarelli Giuseppe,Recioto della Valpolicella Classico 2001,"Italy
·
Recioto della Valpolicella",4.7,View shops
169,Château Mossé,Rivesaltes 1946,"France
·
Rivesaltes",4.7,View shops
170,Dolce,Dolce (Late Harvest) 2013,"United States
·
Napa Valley",4.7,View shops
171,Avignonesi,Vin Santo di Montepulciano 2001,"Italy
·
Vin Santo di Montepulciano",4.7,View shops
172,Château Mossé,Rivesaltes 1949,"France
·
Rivesaltes",4.7,View shops
173,Badoz,Vin Jaune Côtes du Jura 2011,"France
·
Côtes du Jura",3.6,$39.99
174,Contini,Vernaccia di Oristano 2014,"Italy
·
Vernaccia di Oristano",3.5,$27.99
175,Montemercurio,Vin Santo di Montepulciano 1990,"Italy
·
Vin Santo di Montepulciano",4.7,View shops
176,Sine Qua Non,Mr. K The Straw Man 2006,"United States
·
California",4.7,View shops
177,Château Gilette,Sauternes (Crème de Tête) 1971,"France
·
Sauternes",4.7,View shops
178,Château Climens,Barsac (Premier Grand Cru Classé) 1988,"France
·
Barsac",4.6,View shops
179,Klein Constantia,Vin de Constance (Natural Sweet) 2008,"South Africa
·
Constantia",4.6,View shops
180,Château d'Yquem,Sauternes 1994,"France
·
Sauternes",4.6,View shops
181,Château d'Yquem,Sauternes 1991,"France
·
Sauternes",4.6,View shops
182,Château d'Yquem,Sauternes 1981,"France
·
Sauternes",4.6,View shops
183,Oremus,Tokaji Aszú 6 Puttonyos 2005,"Hungary
·
Tokaj",4.6,View shops
184,Château d'Yquem,Sauternes 1984,"France
·
Sauternes",4.6,View shops
185,Château Guiraud,Sauternes (Premier Grand Cru Classé) 1990,"France
·
Sauternes",4.6,View shops
186,Poli Distillerie,Jacopo Poli Barrique N.V.,"Italy
·
Veneto",4.6,View shops
187,Klein Constantia,Vin de Constance (Natural Sweet) 2013,"South Africa
·
Constantia",4.6,View shops
188,Château Climens,Barsac (Premier Grand Cru Classé) 2001,"France
·
Barsac",4.6,View shops
189,Château Gilette,Sauternes (Crème de Tête) 1989,"France
·
Sauternes",4.6,View shops
190,Château Climens,Barsac (Premier Grand Cru Classé) 1989,"France
·
Barsac",4.6,View shops
191,Philippe Foreau,Reserve Vouvray Moelleux 2009,"France
·
Vouvray",4.6,View shops
192,Château Climens,Barsac (Premier Grand Cru Classé) 2015,"France
·
Barsac",4.6,View shops
193,Château Climens,Barsac (Premier Grand Cru Classé) 1983,"France
·
Barsac",4.6,View shops
194,Avignonesi,Vin Santo di Montepulciano 1998,"Italy
·
Vin Santo di Montepulciano",4.6,View shops
195,Paolo Bea,Montefalco Sagrantino Passito 2009,"Italy
·
Montefalco Sagrantino",4.6,View shops
196,Domaine Huet,Cuvée Constance 2003,"France
·
Vouvray",4.6,View shops
197,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1981,"France
·
Sauternes",4.6,View shops
198,Château Climens,Barsac (Premier Grand Cru Classé) 1985,"France
·
Barsac",4.6,View shops
199,Cantina del Redi,Vin Santo di Montepulciano 1995,"Italy
·
Vin Santo di Montepulciano",4.6,View shops
200,Ornellaia,Ornus 2009,"Italy
·
Toscana",4.6,View shops
201,Vientos,Alcyone 2007,"Uruguay
·
Atlàntida",4.6,View shops
202,Pravis,Arèle 2006,"Italy
·
Trentino",4.6,View shops
203,Inniskillin,Vidal Icewine 2006,"Canada
·
Niagara Peninsula",4.5,View shops
204,Donnafugata,Ben Ryé Passito di Pantelleria 2013,"Italy
·
Passito di Pantelleria",4.5,View shops
205,Royal Tokaji,Aszú 6 puttonyos 2013,"Hungary
·
Tokaj",4.5,View shops
206,Donnafugata,Ben Ryé Passito di Pantelleria 2017,"Italy
·
Passito di Pantelleria",4.5,View shops
207,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1990,"France
·
Sauternes",4.5,View shops
208,Groot Constantia,Grand Constance 2015,"South Africa
·
Constantia",4.5,View shops
209,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1988,"France
·
Sauternes",4.5,View shops
210,Château d'Yquem,Sauternes 1993,"France
·
Sauternes",4.5,View shops
211,José Maria da Fonseca,Setúbal 20 Anos Moscatel Roxo N.V.,"Portugal
·
Setúbal",4.5,View shops
212,Donnafugata,Ben Ryé Passito di Pantelleria 2015,"Italy
·
Passito di Pantelleria",4.5,View shops
213,Inniskillin,Vidal Icewine 2016,"Canada
·
Niagara Peninsula",4.5,View shops
214,Château Climens,Barsac (Premier Grand Cru Classé) 2009,"France
·
Barsac",4.5,View shops
215,Dolce,Dolce (Late Harvest) 2012,"United States
·
Napa Valley",4.5,View shops
216,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1983,"France
·
Sauternes",4.5,View shops
217,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1986,"France
·
Sauternes",4.5,View shops
218,Dolce,Dolce (Late Harvest) 2008,"United States
·
Napa Valley",4.5,View shops
219,Jorge Ordóñez,No. 3 Old Vines N.V.,"Spain
·
Málaga",4.5,View shops
220,Château Climens,Barsac (Premier Grand Cru Classé) 2010,"France
·
Barsac",4.5,View shops
221,Dolce,Dolce (Late Harvest) 2011,"United States
·
Napa Valley",4.5,View shops
222,Dolce,Dolce (Late Harvest) 2009,"United States
·
Napa Valley",4.5,View shops
223,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2009,"France
·
Sauternes",4.5,View shops
224,Didier Dagueneau (Louis-Benjamin Dagueneau),Les Jardins de Babylone Moelleux 2009,"France
·
Jurançon",4.5,View shops
225,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 1990,"France
·
Sauternes",4.5,View shops
226,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 1986,"France
·
Sauternes",4.5,View shops
227,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1982,"France
·
Sauternes",4.5,View shops
228,Château de Fargues,Sauternes (Lur Saluces) 2007,"France
·
Sauternes",4.5,View shops
229,Château Climens,Barsac (Premier Grand Cru Classé) 1986,"France
·
Barsac",4.5,View shops
230,Secret Spot,Moscatel do Douro Mais de 40 Anos N.V.,"Portugal
·
Douro",4.5,View shops
231,Château de Fargues,Sauternes (Lur Saluces) 1989,"France
·
Sauternes",4.5,View shops
232,Château Climens,Barsac (Premier Grand Cru Classé) 1990,"France
·
Barsac",4.5,View shops
233,Dolce,Dolce (Late Harvest) 2006,"United States
·
Napa Valley",4.5,View shops
234,Baumard,Quarts de Chaume 2005,"France
·
Quarts de Chaume",4.5,View shops
235,Château de Fargues,Sauternes (Lur Saluces) 2010,"France
·
Sauternes",4.5,View shops
236,Château de Fargues,Sauternes (Lur Saluces) 1998,"France
·
Sauternes",4.5,View shops
237,Château Gilette,Sauternes (Crème de Tête) 1990,"France
·
Sauternes",4.5,View shops
238,Château Guiraud,Sauternes (Premier Grand Cru Classé) 1983,"France
·
Sauternes",4.5,View shops
239,Lis Neris,Venezia Giulia Tal Lùc Bianco Passito 2010,"Italy
·
Venezia Giulia",4.5,View shops
240,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1975,"France
·
Sauternes",4.5,View shops
241,Inniskillin,Cabernet Franc Icewine 2006,"Canada
·
Niagara Peninsula",4.5,View shops
242,Cru d'Arche Pugneau,Sauternes 2011,"France
·
Sauternes",4.5,View shops
243,Baumard,Quarts de Chaume 2012,"France
·
Quarts de Chaume",4.5,View shops
244,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 1988,"France
·
Sauternes",4.5,View shops
245,Château Sigalas Rabaud,Sauternes (Premier Grand Cru Classé) 1997,"France
·
Sauternes",4.5,View shops
246,Hugel,Sélection de Grains Nobles Gewürztraminer 1988,"France
·
Alsace",4.5,View shops
247,Trefethen,Late Harvest Riesling 2013,"United States
·
Oak Knoll District",4.5,View shops
248,Didier Dagueneau (Louis-Benjamin Dagueneau),Les Jardins de Babylone Moelleux 2014,"France
·
Jurançon",4.5,View shops
249,Sine Qua Non,Mr. K The Noble Man (Viognier) 2006,"United States
·
San Luis Obispo County",4.5,View shops
250,Hugel,Sélection de Grains Nobles Pinot Gris 2007,"France
·
Alsace",4.5,View shops
251,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1976,"France
·
Sauternes",4.5,View shops
252,Bussola,Recioto Della Valpolicella Classico 2012,"Italy
·
Recioto della Valpolicella",4.5,View shops
253,Marco de Bartoli,Vergine Riserva 1988,"Italy
·
Marsala",4.5,View shops
254,Dolce,Dolce (Late Harvest) 2005,"United States
·
Napa Valley",4.5,View shops
255,Philippe Foreau,Reserve Vouvray Moelleux 2003,"France
·
Vouvray",4.5,View shops
256,Hugel,Sélection de Grains Nobles Gewürztraminer 1999,"France
·
Alsace",4.5,View shops
257,Château Gilette,Sauternes (Crème de Tête) 1983,"France
·
Sauternes",4.5,View shops
258,Royal Tokaji,Mézes Mály 6 Puttonyos Aszú 2009,"Hungary
·
Tokaj",4.5,View shops
259,Baumard,Quarts de Chaume 1990,"France
·
Quarts de Chaume",4.5,View shops
260,Maculan,Acininobili 2006,"Italy
·
Breganze",4.5,View shops
261,Domaine Huet,Vouvray Clos du Bourg Moelleux Première Trie 1989,"France
·
Vouvray",4.5,View shops
262,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1976,"France
·
Sauternes",4.5,View shops
263,Inniskillin,Vidal Icewine N.V.,"Canada
·
Niagara Peninsula",4.4,View shops
264,Oremus,Tokaji Aszú 5 Puttonyos N.V.,"Hungary
·
Tokaj",4.4,View shops
265,Royal Tokaji,5 Puttonyos Aszú (Blue Label) 2013,"Hungary
·
Tokaj",4.4,View shops
266,Baumard,Quarts de Chaume N.V.,"France
·
Quarts de Chaume",4.4,View shops
267,Royal Tokaji,5 Puttonyos Aszú (Blue Label) 2009,"Hungary
·
Tokaj",4.4,View shops
268,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2005,"France
·
Sauternes",4.4,View shops
269,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2006,"France
·
Sauternes",4.4,View shops
270,Inniskillin,Vidal Icewine 2015,"Canada
·
Niagara Peninsula",4.4,View shops
271,Antinori,Castello della Sala Muffato della Sala 2014,"Italy
·
Umbria",4.4,View shops
272,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1988,"France
·
Sauternes",4.4,View shops
273,Château Rieussec,Sauternes (Premier Grand Cru Classé) 1989,"France
·
Sauternes",4.4,View shops
274,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2002,"France
·
Sauternes",4.4,View shops
275,Château Climens,Barsac (Premier Grand Cru Classé) 2006,"France
·
Barsac",4.4,View shops
276,Bussola,Recioto Della Valpolicella Classico N.V.,"Italy
·
Recioto della Valpolicella",4.4,View shops
